Date,Open,High,Low,Close,Volume,Target,returns,Log_Returns,High_Low_Pct,Gap_Pct,Volume_Pct_Change,RSI,MACD,Signal_line,BB_Middle,BB_Std,BB_Position,Volatility_10,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Day_of_Week,Month
2015-12-30,24.50514997518513,24.53223137409268,24.18918712034441,24.220783233642575,100855200,0,-0.013058683011510142,-0.013144697254943272,0.014163218853789338,-0.0014713910689478458,-0.18484248913718182,29.556636505714778,-0.5508855773909751,-0.47492484679910324,25.224979591369625,0.9904554294781371,0.24653166416177033,0.015373855118562214,0.9934277460034387,1.0,0.9945876996991407,2.0,0.9375135323899971,25.0,0.9006150156529488,121.0,2,12
2015-12-31,24.150822072980475,24.1553350657766,23.656565851637144,23.755868911743164,163649200,1,-0.019194850860712265,-0.019381463875871734,0.020995620745023664,-0.002888476395962456,0.6226153931577152,24.988530119286693,-0.5812850557517137,-0.49619688858962535,25.10062608718872,1.0118197821290964,0.1677379709319671,0.015682960837473846,0.9903095714038036,0.0,0.9815916644461504,1.0,0.9202651449203013,24.0,0.8833044210042719,121.0,3,12
2016-01-04,23.157796934778958,23.7806949820472,23.02012740763164,23.776180267333984,270597600,0,0.0008550036905103919,0.0008546383830663112,0.031988635931588294,-0.02517575674399194,0.6535222903625559,29.29668750217867,-0.5968577006795037,-0.5163290510076011,24.98947525024414,1.0298554579410897,0.20546959440895624,0.014751595538724285,1.0004273191655233,1.0,0.9873662149822491,2.0,0.9217178398946398,25.0,0.8840338279025621,121.0,0,1
2016-01-05,23.86645682922182,23.889025238352783,23.1126612887204,23.18036651611328,223164000,0,-0.02505927127576879,-0.025378600884211323,0.03349230690950086,0.0037969329334143556,-0.1752920203283399,26.570744824444063,-0.6497859957980303,-0.5430204399656869,24.805314350128175,1.0061319140502532,0.0962388700420118,0.01440102591982737,0.9873113805840864,1.0,0.9700971558864462,2.0,0.8994495994611883,25.0,0.8619741776322387,120.0,1,1
2016-01-06,22.69513613942364,23.103631715714023,22.5394129236889,22.72673225402832,273829600,0,-0.01956976227143037,-0.019763785567388403,0.024826217236977182,-0.020932817276739187,0.2270330340019,26.545254868802544,-0.7200364132133643,-0.5784236346152225,24.606934833526612,1.0052177010506849,0.03238920844384091,0.014148449158099633,0.9901184288652977,0.0,0.965780449875818,1.0,0.8832581793162043,24.0,0.8453699066361545,119.0,2,1
2016-01-07,22.27084099112857,22.598087154201693,21.763044152102708,21.76755714416504,324377600,1,-0.04220470849667657,-0.043121207035467665,0.03836181508878338,-0.020059692603583354,0.18459655201629044,19.32427406785247,-0.8433857642462321,-0.6314160605414245,24.36116075515747,1.0697405072001587,-0.10612914850272741,0.01793330355873464,0.9784427367458479,0.0,0.9447174592190958,1.0,0.8477992126295536,24.0,0.8100635316883062,118.0,3,1
2016-01-08,22.24150587304948,22.367890333756343,21.837525004022453,21.882661819458008,283192000,1,0.00528790045344274,0.005273968599762128,0.02423678317151939,0.02177317030778929,-0.12696807671059895,23.193636143976022,-0.9212336205677403,-0.6893795725466877,24.150594329833986,1.1238103549885292,-0.0045185115773215875,0.016975175338615832,1.0026369781876443,1.0,0.9654101481649265,2.0,0.8540782475526663,24.0,0.8146333259914952,119.0,4,1
2016-01-11,22.33629111401381,22.356602161578994,21.968419404094625,22.236988067626957,198957600,1,0.016192099987300645,0.016062406074554936,0.01745662480475461,0.020730078374306234,-0.2974462555439419,32.176813147351766,-0.9434618002184862,-0.7401960180810474,23.951537799835204,1.0904080974908557,0.10690182507044681,0.019034849331938154,1.0080310303702722,2.0,0.9945492262876127,2.0,0.869338296834665,25.0,0.8280978932276437,119.0,0,1
2016-01-12,22.692877505733563,22.724473616163657,22.306950387742376,22.559720993041992,196616800,0,0.014513338066897585,0.014409027626480246,0.01850746419027328,0.0205014022906411,-0.011765320852282102,32.59337208592102,-0.9243802625873236,-0.7770328669823027,23.802358436584473,1.0649718984680587,0.20829337249884466,0.02039262987431927,1.0072043891656852,2.0,1.0146162740600755,3.0,0.8834393019251194,25.0,0.8403423789272625,120.0,1,1
2016-01-13,22.640968299416,22.8373170301346,21.959392856154345,21.97970390319824,249758400,1,-0.02571029535439051,-0.026046581531018045,0.039942493213136906,0.003601432233983091,0.27028005745185557,29.187899102464044,-0.945165261495319,-0.8106593458849061,23.632077121734618,1.0707963874944166,0.11421862320557304,0.019230708315724574,0.9869774454610725,1.0,0.9952175267661354,3.0,0.8623996593815347,25.0,0.8189473383744844,120.0,2,1
